domain,N,mean_H,std_H,n_sequences,model
wiki,16,3.3232735128700734,0.8021447216358464,200,Mistral-7B-v0.1
wiki,64,2.304060997635126,0.659625097681551,200,Mistral-7B-v0.1
wiki,256,1.9622303956151006,0.6313514268512961,200,Mistral-7B-v0.1
